,RosterID,No.,Acronym,Name,Position,GamesPlayed,GamesStarted,Weight,Height,College,BirthDate,Years,Age,AV
54,rav76,76,rav,Andre Smith,T,5,0.0,335.0,6-7,Alabama,1/25/1987,12,34.0,0.0
55,rav22,22,rav,Jimmy Smith,CB,10,2.0,210.0,6-2,Colorado,7/26/1988,10,33.0,1.0
56,rav79,79,rav,Ronnie Stanley,OT,1,1.0,315.0,6-6,Notre Dame,3/18/1994,5,27.0,0.0
57,rav21,21,rav,Brandon Stephens,CB,17,11.0,215.0,6-1,"UCLA,SMU",12/29/1997,Rook,24.0,5.0
58,rav26,26,rav,Geno Stone,S,15,1.0,209.0,5-10,Iowa,4/19/1999,1,22.0,2.0
59,rav58,58,rav,Joe Thomas,LB,2,0.0,233.0,6-1,South Carolina St.,5/6/1991,7,30.0,0.0
60,rav85,85,rav,Eric Tomlinson,TE,17,7.0,263.0,6-6,Texas-El Paso,4/22/1992,5,29.0,0.0
61,rav09,9,rav,Justin Tucker,K,17,0.0,183.0,6-1,Texas,11/21/1989,9,32.0,6.0
62,rav78,78,rav,Alejandro Villanueva,T,17,17.0,277.0,6-9,Army,9/22/1988,7,33.0,7.0
63,rav16,16,rav,Tylan Wallace,WR,17,1.0,195.0,5-11,Oklahoma St.,5/13/1999,Rook,22.0,0.0
64,rav29,29,rav,Ar'Darius Washington,S,3,0.0,176.0,5-8,TCU,11/2/1999,Rook,22.0,0.0
65,rav96,96,rav,Broderick Washington Jr.,DL,14,2.0,304.0,6-3,Texas Tech,12/4/1996,1,25.0,2.0
66,rav14,14,rav,Sammy Watkins,WR,13,9.0,211.0,6-1,Clemson,6/14/1993,7,28.0,3.0
67,rav57,57,rav,Kristian Welch,LB,16,0.0,240.0,6-3,Iowa,5/24/1998,1,23.0,1.0
68,rav30,30,rav,Chris Westry,CB,6,2.0,199.0,6-4,Kentucky,7/10/1997,1,24.0,1.0
69,rav39,39,rav,Mazzi Wilkins,DB,1,0.0,191.0,6-0,South Florida,10/12/1995,2,26.0,0.0
70,rav98,98,rav,Brandon Williams,DT,13,13.0,336.0,6-1,Missouri Southern,2/21/1989,8,32.0,7.0
71,rav34,34,rav,Ty'Son Williams,RB,13,3.0,220.0,6-0,BYU,9/4/1996,Rook,25.0,2.0
72,rav29,29,rav,Daryl Worley,CB,1,0.0,215.0,6-1,West Virginia,2/22/1995,5,26.0,0.0
73,rav25,25,rav,Tavon Young,CB,17,7.0,185.0,5-9,Temple,3/14/1994,5,27.0,4.0
74,rav70,70,rav,Kevin Zeitler,G,17,17.0,315.0,6-4,Wisconsin,3/8/1990,9,31.0,6.0
0,nor52,52,nor,Montravius Adams,DT,5,1.0,304.0,6-3,Auburn,7/24/1995,4,26.0,1.0
1,nor29,29,nor,Paulson Adebo,CB,17,17.0,192.0,6-1,Stanford,7/3/1999,Rook,22.0,6.0
2,nor05,5,nor,Kwon Alexander,OLB,12,8.0,227.0,6-1,LSU,8/3/1994,6,27.0,5.0
3,nor40,40,nor,Alex Armah,FB,9,2.0,255.0,6-2,West Georgia,5/17/1994,4,27.0,0.0
4,nor72,72,nor,Terron Armstead,OT,8,8.0,304.0,6-5,Ark-Pine Bluff,7/23/1991,8,30.0,3.0
5,nor14,14,nor,Kawaan Baker,WR,2,0.0,215.0,6-1,South Alabama,8/24/1998,Rook,23.0,0.0
6,nor53,53,nor,Zack Baun,LB,17,4.0,225.0,6-3,Wisconsin,12/30/1996,1,25.0,3.0
7,nor65,65,nor,Caleb Benenoch,OT,1,1.0,305.0,6-5,UCLA,8/2/1994,5,27.0,0.0
8,nor16,16,nor,Ian Book,QB,1,1.0,206.0,6-0,Notre Dame,3/30/1998,Rook,23.0,0.0
9,nor91,91,nor,Josiah Bronson,,6,0.0,298.0,6-3,Washington,7/3/1997,Rook,24.0,1.0
10,nor01,1,nor,Marquez Callaway,WR,17,11.0,204.0,6-2,Tennessee,3/27/1998,1,23.0,6.0
11,nor77,77,nor,James Carpenter,LG,4,1.0,321.0,6-5,Alabama,3/22/1989,10,32.0,1.0
12,nor64,64,nor,Will Clapp,C,9,3.0,311.0,6-5,LSU,12/10/1995,3,26.0,1.0
13,nor25,25,nor,Ken Crawley,DB,6,0.0,180.0,6-1,Colorado,2/8/1993,5,28.0,0.0
14,nor92,92,nor,Marcus Davenport,DE,11,9.0,265.0,6-6,Texas-San Antonio,9/4/1996,3,25.0,6.0
15,nor56,56,nor,Demario Davis,OLB,16,16.0,248.0,6-2,Arkansas St.,1/11/1989,9,32.0,15.0
16,nor50,50,nor,Andrew Dowell,LB,16,0.0,225.0,6-1,Michigan St.,11/16/1996,1,25.0,1.0
17,nor55,55,nor,Kaden Elliss,LB,13,1.0,238.0,6-3,Idaho,7/10/1995,2,26.0,2.0
19,nor22,22,nor,Chauncey Gardner-Johnson,S,12,11.0,210.0,5-11,Florida,12/20/1997,2,24.0,4.0
20,nor04,4,nor,Blake Gillikin,P,17,0.0,196.0,6-2,Penn St.,1/21/1998,Rook,23.0,4.0
21,nor96,96,nor,Carl Granderson,DE,15,3.0,261.0,6-5,Wyoming,12/18/1996,2,25.0,3.0
22,nor48,48,nor,J.T. Gray,DB,16,0.0,202.0,6-0,Mississippi St.,1/18/1996,3,25.0,7.0
23,nor45,45,nor,Garrett Griffin,TE,13,6.0,240.0,6-4,Air Force,3/4/1994,4,27.0,0.0
24,nor42,42,nor,Chase Hansen,LB,3,0.0,222.0,6-3,Utah,5/20/1993,1,28.0,0.0
25,nor11,11,nor,Deonte Harris,WR,13,1.0,170.0,5-6,Assumption,12/4/1997,2,24.0,5.0
26,nor38,38,nor,Jeff Heath,S,16,0.0,212.0,6-1,Saginaw Valley St.,5/14/1991,8,30.0,1.0
27,nor07,7,nor,Taysom Hill,QB,12,9.0,221.0,6-2,BYU,8/23/1990,4,31.0,6.0
28,nor80,80,nor,Chris Hogan,WR,5,1.0,210.0,6-1,Monmouth,10/24/1987,10,34.0,0.0
29,nor57,57,nor,Jalyn Holmes,DE,8,1.0,283.0,6-5,Ohio St.,1/25/1996,3,25.0,1.0
31,nor60,60,nor,Albert Huggins,DL,9,1.0,305.0,6-3,Clemson,6/27/1997,2,24.0,1.0
32,nor84,84,nor,Lil'Jordan Humphrey,WR,10,4.0,225.0,6-4,Texas,4/19/1998,2,23.0,2.0
33,nor74,74,nor,James Hurst,OT,17,15.0,310.0,6-5,North Carolina,12/17/1991,7,30.0,7.0
34,nor14,14,nor,Mark Ingram,RB,7,3.0,215.0,5-9,Alabama,12/21/1989,10,32.0,3.0
35,nor27,27,nor,Malcolm Jenkins,DB,16,16.0,204.0,6-0,Ohio St.,12/20/1987,12,34.0,6.0
36,nor06,6,nor,Brian Johnson,K,4,0.0,185.0,6-1,Virginia Tech,3/5/1999,Rook,22.0,1.0
37,nor83,83,nor,Juwan Johnson,WR,14,2.0,231.0,6-4,"Oregon,Penn St.",9/13/1996,1,25.0,1.0
38,nor21,21,nor,Tony Jones,RB,11,4.0,224.0,5-11,Notre Dame,11/24/1997,1,24.0,1.0
39,nor94,94,nor,Cameron Jordan,DE,16,16.0,287.0,6-4,California,7/10/1989,10,32.0,13.0
40,nor41,41,nor,Alvin Kamara,RB,13,10.0,215.0,5-10,"Alabama,Hutchinson (KS),Tennessee",7/25/1995,4,26.0,8.0
41,nor90,90,nor,Tanoh Kpassagnon,DE,8,5.0,289.0,6-7,Villanova,6/14/1994,4,27.0,3.0
42,nor66,66,nor,Forrest Lamp,OG,1,0.0,310.0,6-4,Western Kentucky,2/20/1994,3,27.0,0.0
43,nor23,23,nor,Marshon Lattimore,CB,16,16.0,192.0,6-0,Ohio St.,5/20/1996,4,25.0,9.0
44,nor19,19,nor,Brett Maher,K,8,0.0,183.0,6-1,Nebraska,11/21/1989,3,32.0,1.0
45,nor54,54,nor,Justin March,RILB,1,0.0,222.0,6-0,Akron,7/5/1993,5,28.0,0.0
46,nor78,78,nor,Erik McCoy,OL,12,12.0,303.0,6-4,Texas A&M,8/27/1997,2,24.0,4.0
47,nor54,54,nor,Wynton McManis,LB,1,0.0,225.0,6-1,Memphis,9/20/1994,5,27.0,0.0
48,nor36,36,nor,Jordan Miller,CB,1,0.0,190.0,6-2,Washington,2/8/1997,2,24.0,0.0
49,nor66,66,nor,Jordan Mills,OT,10,3.0,316.0,6-5,Louisiana Tech,12/24/1990,8,31.0,2.0
50,nor88,88,nor,Ty Montgomery,WR/RB,14,3.0,216.0,6-0,Stanford,1/22/1993,6,28.0,1.0
51,nor79,79,nor,Kyle Murphy,OT,1,0.0,305.0,6-6,Stanford,12/11/1993,5,28.0,0.0
52,nor93,93,nor,David Onyemata,DT,11,11.0,300.0,6-4,Manitoba,11/13/1992,5,29.0,6.0
53,nor28,28,nor,Devine Ozigbo,RB,2,0.0,225.0,6-0,Nebraska,10/2/1996,2,25.0,0.0
54,nor06,6,nor,Cody Parkey,K,1,0.0,190.0,6-0,Auburn,2/19/1992,7,29.0,0.0
55,nor75,75,nor,Andrus Peat,OT,6,6.0,316.0,6-7,Stanford,11/4/1993,6,28.0,2.0
56,nor46,46,nor,Adam Prentice,RB,7,3.0,245.0,6-0,South Carolina,1/16/1997,Rook,24.0,0.0
57,nor71,71,nor,Ryan Ramczyk,OT,10,10.0,314.0,6-6,Wisconsin,4/22/1994,4,27.0,4.0
58,nor62,62,nor,Austin Reiter,C,1,0.0,300.0,6-3,South Florida,11/27/1991,5,30.0,0.0
59,nor70,70,nor,Christian Ringo,DE,14,4.0,300.0,6-1,Louisiana,3/10/1992,5,29.0,3.0
60,nor97,97,nor,Malcolm Roach,DT,7,2.0,290.0,6-3,Texas,6/9/1998,1,23.0,2.0
61,nor21,21,nor,Bradley Roby,CB,14,1.0,194.0,5-11,Ohio St.,5/1/1992,7,29.0,1.0
62,nor06,6,nor,Aldrick Rosas,K,4,0.0,230.0,6-3,Southern Oregon,12/30/1994,4,27.0,0.0
63,nor51,51,nor,Cesar Ruiz,OL,17,17.0,316.0,6-4,Michigan,6/14/1999,1,22.0,6.0
64,nor35,35,nor,KeiVarae Russell,CB,2,0.0,196.0,5-11,Notre Dame,10/19/1993,5,28.0,0.0
65,nor15,15,nor,Trevor Siemian,QB,6,4.0,220.0,6-3,Northwestern,12/26/1991,6,30.0,4.0
66,nor10,10,nor,Tre'Quan Smith,WR,11,6.0,210.0,6-2,Central Florida,1/7/1996,3,25.0,3.0
67,nor12,12,nor,Kenny Stills,WR,13,4.0,202.0,6-1,Oklahoma,4/22/1992,8,29.0,1.0
68,nor32,32,nor,Bryce Thompson,DB,2,0.0,190.0,5-11,Tennessee,9/20/1999,Rook,22.0,0.0
69,nor76,76,nor,Calvin Throckmorton,T,17,14.0,309.0,6-5,Oregon,8/16/1996,Rook,25.0,6.0
70,nor82,82,nor,Adam Trautman,TE,13,10.0,253.0,6-5,Dayton,2/5/1997,1,24.0,2.0
71,nor31,31,nor,Desmond Trufant,CB,2,0.0,190.0,6-0,Washington,9/10/1990,8,31.0,0.0
72,nor98,98,nor,Payton Turner,DE,5,0.0,270.0,6-6,Houston,1/7/1998,Rook,23.0,1.0
73,nor99,99,nor,Shy Tuttle,DL,17,15.0,300.0,6-3,Tennessee,10/20/1995,2,26.0,8.0
74,nor81,81,nor,Nick Vannett,TE,7,2.0,261.0,6-6,Ohio St.,3/6/1993,5,28.0,1.0
75,nor24,24,nor,Dwayne Washington,RB,14,0.0,223.0,6-1,Washington,4/24/1994,5,27.0,0.0
76,nor20,20,nor,Pete Werner,LB,15,8.0,242.0,6-3,Ohio St.,6/5/1999,Rook,22.0,5.0
77,nor91,91,nor,Ethan Westbrooks,DE,1,0.0,287.0,6-4,West Texas A&M,11/15/1990,7,31.0,0.0
78,nor17,17,nor,Kevin White,WR,6,1.0,216.0,6-3,West Virginia,6/25/1992,5,29.0,0.0
79,nor43,43,nor,Marcus Williams,S,16,16.0,195.0,6-1,Utah,9/8/1996,4,25.0,6.0
80,nor26,26,nor,P.J. Williams,CB,16,5.0,196.0,6-0,Florida St.,6/1/1993,5,28.0,3.0
81,nor18,18,nor,Easop Winston,WR,3,1.0,190.0,5-11,Washington St.,12/17/1996,Rook,25.0,0.0
82,nor02,2,nor,Jameis Winston,QB,7,7.0,231.0,6-4,Florida St.,1/6/1994,6,27.0,5.0
83,nor86,86,nor,Ethan Wolf,TE,2,1.0,255.0,6-5,Tennessee,11/7/1995,Rook,26.0,0.0
84,nor49,49,nor,Zach Wood,DE,17,0.0,255.0,6-3,SMU,1/10/1993,4,28.0,1.0
85,nor67,67,nor,Landon Young,T,10,1.0,321.0,6-7,Kentucky,8/21/1997,Rook,24.0,1.0
0,sea33,33,sea,Jamal Adams,SS,12,12.0,213.0,6-1,LSU,10/17/1995,4,26.0,5.0
1,sea67,67,sea,Myles Adams,DT,2,0.0,285.0,6-2,Rice,3/9/1998,Rook,23.0,0.0
2,sea28,28,sea,Ugo Amadi,S,17,7.0,201.0,5-9,Oregon,5/16/1997,2,24.0,3.0
3,sea31,31,sea,Blessuan Austin,CB,11,1.0,198.0,6-1,Rutgers,7/19/1996,2,25.0,1.0
4,sea57,57,sea,Cody Barton,LB,16,1.0,237.0,6-2,Utah,11/13/1996,2,25.0,2.0
5,sea44,44,sea,Nick Bellore,LB,17,0.0,250.0,6-1,Central Michigan,5/12/1989,10,32.0,0.0
6,sea27,27,sea,Marquise Blair,S,6,0.0,196.0,6-1,Utah,7/18/1997,2,24.0,0.0
7,sea56,56,sea,Jordyn Brooks,LB,17,17.0,240.0,6-0,Texas Tech,10/21/1997,1,24.0,8.0
8,sea76,76,sea,Duane Brown,LT,17,17.0,315.0,6-4,Virginia Tech,8/30/1985,13,36.0,11.0
9,sea22,22,sea,Tre Brown,CB,5,3.0,186.0,5-10,Oklahoma,9/24/1997,Rook,24.0,1.0
10,sea32,32,sea,Chris Carson,RB,4,4.0,222.0,5-11,"Butler (KS),Oklahoma St.",9/16/1994,4,27.0,2.0
11,sea91,91,sea,L.J. Collier,DL,10,0.0,291.0,6-2,TCU,9/12/1995,2,26.0,1.0
12,sea41,41,sea,Alex Collins,RB,11,6.0,210.0,5-10,Arkansas,8/26/1994,5,27.0,3.0
13,sea74,74,sea,Jake Curhan,T,15,5.0,316.0,6-6,California,2/9/1998,Rook,23.0,3.0
14,sea31,31,sea,DeeJay Dallas,RB,17,0.0,214.0,5-10,Miami (FL),9/16/1998,1,23.0,2.0
15,sea04,4,sea,Michael Dickson,P,17,0.0,208.0,6-2,Texas,1/4/1996,3,25.0,3.0
16,sea06,6,sea,Quandre Diggs,CB,17,17.0,197.0,5-9,Texas,1/22/1993,6,28.0,9.0
17,sea89,89,sea,Will Dissly,TE,15,14.0,265.0,6-4,Washington,7/8/1996,3,25.0,2.0
18,sea13,13,sea,Phillip Dorsett,WR,2,0.0,192.0,5-10,Miami (FL),1/5/1993,6,28.0,0.0
19,sea08,8,sea,Carlos Dunlap,DE,17,2.0,285.0,6-6,Florida,2/28/1989,11,32.0,3.0
20,sea01,1,sea,D'Wayne Eskridge,WR,10,0.0,190.0,5-9,Western Michigan,3/23/1997,Rook,24.0,1.0
21,sea81,81,sea,Gerald Everett,TE,15,12.0,240.0,6-3,South Alabama,6/25/1994,4,27.0,5.0
22,sea21,21,sea,Tre Flowers,SS,5,3.0,203.0,6-3,Oklahoma St.,6/2/1995,3,26.0,1.0
23,sea97,97,sea,Poona Ford,DT,17,17.0,310.0,5-11,Texas,11/19/1995,3,26.0,8.0
24,sea78,78,sea,Stone Forsythe,T,10,0.0,307.0,6-8,Florida,12/29/1997,Rook,24.0,1.0
25,sea13,13,sea,Aaron Fuller,WR,1,0.0,188.0,5-11,Washington,9/30/1997,Rook,24.0,0.0
26,sea61,61,sea,Kyle Fuller,C,14,9.0,320.0,6-5,Baylor,3/4/1994,4,27.0,4.0
27,sea94,94,sea,Rasheem Green,DT,17,16.0,279.0,6-4,USC,5/15/1997,3,24.0,8.0
28,sea19,19,sea,Penny Hart,WR,17,0.0,180.0,5-8,Georgia St.,7/5/1996,1,25.0,1.0
29,sea60,60,sea,Phil Haynes,OL,5,2.0,322.0,6-4,Wake Forest,10/19/1995,2,26.0,1.0
30,sea38,38,sea,Gavin Heslop,DB,3,0.0,200.0,6-1,Stony Brook,11/13/1997,Rook,24.0,0.0
31,sea25,25,sea,Travis Homer,RB,14,0.0,202.0,5-10,Miami (FL),8/7/1998,2,23.0,4.0
32,sea51,51,sea,Kerry Hyder,DT,15,7.0,275.0,6-2,Texas Tech,5/2/1991,7,30.0,4.0
33,sea66,66,sea,Gabe Jackson,OG,16,16.0,335.0,6-3,Mississippi St.,7/12/1991,7,30.0,7.0
34,sea30,30,sea,Michael Jackson,CB,2,0.0,210.0,6-1,Miami (FL),1/10/1997,2,24.0,0.0
35,sea34,34,sea,Josh Johnson,RB,3,0.0,208.0,5-9,La-Monroe,12/26/1997,Rook,24.0,0.0
36,sea73,73,sea,Jamarco Jones,OT,10,2.0,293.0,6-4,Ohio St.,6/4/1996,3,25.0,2.0
37,sea42,42,sea,Josh Jones,S,4,1.0,220.0,6-2,North Carolina St.,9/20/1994,4,27.0,1.0
38,sea23,23,sea,Sidney Jones,CB,16,11.0,181.0,6-0,Washington,5/21/1996,4,25.0,4.0
39,sea68,68,sea,Damien Lewis,OL,13,13.0,327.0,6-2,LSU,3/21/1997,1,24.0,6.0
40,sea16,16,sea,Tyler Lockett,WR,16,16.0,182.0,5-10,Kansas St.,9/28/1992,6,29.0,11.0
41,sea85,85,sea,Tyler Mabry,TE,6,0.0,248.0,6-4,"Buffalo,Maryland",11/21/1996,Rook,25.0,0.0
42,sea10,10,sea,Benson Mayowa,DE,15,7.0,252.0,6-3,Idaho,8/3/1991,8,30.0,4.0
43,sea14,14,sea,D.K. Metcalf,WR,17,17.0,235.0,6-4,Mississippi,12/14/1997,2,24.0,9.0
44,sea90,90,sea,Bryan Mone,DT,14,5.0,345.0,6-3,Michigan,10/20/1995,2,26.0,3.0
45,sea58,58,sea,Tanner Muse,S,6,0.0,227.0,6-2,Clemson,9/6/1996,Rook,25.0,0.0
46,sea05,5,sea,Jason Myers,K,17,0.0,190.0,5-10,Marist,5/12/1991,6,30.0,2.0
47,sea26,26,sea,Ryan Neal,DB,16,5.0,200.0,6-3,Southern Illinois,12/24/1995,3,26.0,2.0
48,sea92,92,sea,Robert Nkemdiche,DT,9,0.0,296.0,6-3,Mississippi,9/19/1994,5,27.0,1.0
49,sea70,70,sea,Cedric Ogbuehi,OT,1,1.0,310.0,6-5,Texas A&M,4/25/1992,6,29.0,1.0
50,sea69,69,sea,Tyler Ott,LS,17,0.0,253.0,6-3,Harvard,2/28/1992,6,29.0,1.0
51,sea84,84,sea,Colby Parkinson,TE,14,1.0,251.0,6-7,Stanford,1/8/1999,1,22.0,0.0
52,sea20,20,sea,Rashaad Penny,RB,10,6.0,220.0,5-11,San Diego St.,2/2/1996,3,25.0,5.0
53,sea21,21,sea,Adrian Peterson,RB,1,1.0,220.0,6-1,Oklahoma,3/21/1985,14,36.0,0.0
54,sea77,77,sea,Ethan Pocic,C,13,10.0,320.0,6-6,LSU,8/5/1995,4,26.0,4.0
55,sea02,2,sea,D.J. Reed,CB,14,14.0,193.0,5-9,Kansas St.,11/11/1996,3,25.0,6.0
56,sea29,29,sea,John Reid,CB,11,2.0,187.0,5-10,Penn St.,5/15/1996,1,25.0,1.0
57,sea59,59,sea,Jon Rhattigan,LB,14,0.0,236.0,6-0,Army,2/2/1999,Rook,22.0,1.0
58,sea98,98,sea,Alton Robinson,DL,16,2.0,259.0,6-3,Syracuse,6/2/1998,1,23.0,2.0
59,sea48,48,sea,Edmond Robinson,OLB,3,0.0,245.0,6-3,Newberry,2/23/1992,6,29.0,0.0
60,sea72,72,sea,Brandon Shell,OT,10,10.0,324.0,6-5,South Carolina,2/6/1992,5,29.0,5.0
61,sea64,64,sea,Dakoda Shepley,T,8,0.0,290.0,6-5,British Columbia,12/27/1994,1,27.0,1.0
62,sea07,7,sea,Geno Smith,QB,4,3.0,221.0,6-3,West Virginia,10/10/1990,8,31.0,2.0
63,sea18,18,sea,Freddie Swain,WR,17,8.0,199.0,6-0,Florida,8/4/1998,1,23.0,3.0
64,sea52,52,sea,Darrell Taylor,DE,16,5.0,267.0,6-4,Tennessee,3/24/1997,Rook,24.0,3.0
65,sea11,11,sea,Cody Thompson,WR,5,0.0,205.0,6-2,Toledo,1/11/1996,Rook,25.0,0.0
66,sea54,54,sea,Bobby Wagner,ILB,16,16.0,242.0,6-0,Utah St.,6/27/1990,9,31.0,13.0
67,sea39,39,sea,Nigel Warrior,DB,4,0.0,187.0,5-11,Tennessee,12/14/1997,Rook,24.0,0.0
68,sea03,3,sea,Russell Wilson,QB,14,14.0,215.0,5-11,"Wisconsin,North Carolina St.",11/29/1988,9,33.0,12.0
69,sea93,93,sea,Al Woods,DT,16,16.0,330.0,6-4,LSU,3/25/1987,11,34.0,7.0
0,pit57,57,pit,Montravius Adams,DT,5,4.0,304.0,6-3,Auburn,7/24/1995,4,26.0,2.0
1,pit27,27,pit,Marcus Allen,S,16,1.0,215.0,6-2,Penn St.,8/7/1996,3,25.0,1.0
2,pit94,94,pit,Tyson Alualu,DT,2,2.0,304.0,6-3,California,5/12/1987,11,34.0,1.0
3,pit61,61,pit,Daniel Archibong,,2,0.0,300.0,6-6,Temple,9/12/1997,Rook,24.0,0.0
4,pit29,29,pit,Kalen Ballage,RB,17,0.0,231.0,6-2,Arizona St.,12/22/1995,3,26.0,0.0
5,pit72,72,pit,Zach Banner,OG,7,0.0,358.0,6-8,USC,12/25/1993,4,28.0,0.0
6,pit09,9,pit,Chris Boswell,K,17,0.0,185.0,6-2,Rice,3/16/1991,6,30.0,5.0
7,pit96,96,pit,Isaiah Buggs,DL,10,6.0,295.0,6-3,Alabama,8/24/1996,2,25.0,3.0
8,pit55,55,pit,Devin Bush Jr.,LB,14,14.0,234.0,5-11,Michigan,7/18/1998,2,23.0,6.0
9,pit98,98,pit,Taco Charlton,DE,11,1.0,270.0,6-6,Michigan,11/7/1994,4,27.0,1.0
10,pit11,11,pit,Chase Claypool,WR,15,13.0,238.0,6-4,Notre Dame,7/7/1998,1,23.0,7.0
11,pit79,79,pit,Rashaad Coward,DT,4,0.0,319.0,6-5,Old Dominion,11/6/1994,4,27.0,0.0
12,pit73,73,pit,Carlos Davis,DL,4,0.0,320.0,6-2,Nebraska,8/22/1996,1,25.0,0.0
13,pit69,69,pit,Kevin Dotson,OL,9,9.0,321.0,6-4,Louisiana,9/18/1996,1,25.0,3.0
14,pit85,85,pit,Eric Ebron,TE,8,3.0,253.0,6-4,North Carolina,4/10/1993,7,28.0,1.0
15,pit34,34,pit,Terrell Edmunds,S,17,17.0,217.0,6-1,Virginia Tech,1/20/1997,3,24.0,6.0
16,pit33,33,pit,Trey Edmunds,RB,2,0.0,223.0,6-2,Maryland,12/30/1994,4,27.0,0.0
17,pit67,67,pit,B.J. Finney,C,7,2.0,318.0,6-4,Kansas St.,10/26/1991,5,30.0,1.0
18,pit39,39,pit,Minkah Fitzpatrick,FS,16,16.0,207.0,6-1,Alabama,11/17/1996,3,25.0,6.0
19,pit88,88,pit,Pat Freiermuth,TE,16,9.0,258.0,6-5,Penn St.,10/25/1998,Rook,23.0,4.0
20,pit81,81,pit,Zach Gentry,TE,17,12.0,265.0,6-8,Michigan,9/10/1996,2,25.0,1.0
21,pit54,54,pit,Ulysees Gilbert,LB,17,0.0,230.0,6-0,Akron,8/9/1997,2,24.0,1.0
22,pit74,74,pit,Chaz Green,OT,2,0.0,318.0,6-5,Florida,4/8/1992,5,29.0,0.0
23,pit53,53,pit,Kendrick Green,C,15,15.0,315.0,6-4,Illinois,12/22/1998,Rook,23.0,5.0
24,pit23,23,pit,Joe Haden,DB,12,11.0,195.0,5-11,Florida,4/14/1989,11,32.0,4.0
25,pit71,71,pit,Joe Haeg,OT,12,2.0,298.0,6-6,North Dakota St.,3/11/1993,5,28.0,1.0
26,pit22,22,pit,Najee Harris,RB,17,17.0,232.0,6-1,Alabama,3/9/1998,Rook,23.0,10.0
27,pit06,6,pit,Pressley Harvin III,P,15,0.0,255.0,6-0,Georgia Tech,9/17/1998,Rook,23.0,1.0
28,pit60,60,pit,J.C. Hassenauer,C,13,3.0,295.0,6-2,Alabama,9/15/1995,1,26.0,2.0
29,pit97,97,pit,Cameron Heyward,DT,17,17.0,295.0,6-5,Ohio St.,5/6/1989,10,32.0,16.0
30,pit56,56,pit,Alex Highsmith,DL,16,16.0,242.0,6-4,Charlotte,8/7/1997,1,24.0,7.0
31,pit08,8,pit,Melvin Ingram,DE,6,1.0,247.0,6-2,South Carolina,4/26/1989,9,32.0,1.0
32,pit45,45,pit,Buddy Johnson,LB,4,0.0,240.0,6-2,Texas A&M,2/27/1999,Rook,22.0,0.0
33,pit18,18,pit,Diontae Johnson,WR,16,14.0,183.0,5-10,Toledo,7/5/1996,2,25.0,9.0
34,pit40,40,pit,Jamir Jones,OLB,3,1.0,255.0,6-3,Notre Dame,6/14/1998,Rook,23.0,1.0
35,pit30,30,pit,Karl Joseph,SS,2,0.0,200.0,5-10,West Virginia,9/8/1993,5,28.0,0.0
36,pit28,28,pit,Miles Killebrew,SS,17,0.0,222.0,6-2,Southern Utah,5/10/1993,5,28.0,2.0
37,pit46,46,pit,Christian Kuntz,LB,17,0.0,228.0,6-1,Duquesne,4/13/1994,Rook,27.0,1.0
38,pit31,31,pit,Justin Layne,CB,17,0.0,192.0,6-2,Michigan St.,1/12/1998,2,23.0,1.0
39,pit77,77,pit,John Leglue,G,6,5.0,310.0,6-7,Tulane,4/17/1996,Rook,25.0,2.0
40,pit92,92,pit,Isaiahh Loudermilk,DE,15,2.0,249.0,6-7,Wisconsin,10/10/1997,Rook,24.0,2.0
41,pit35,35,pit,Arthur Maulet,CB,16,2.0,190.0,5-10,Memphis,7/13/1993,4,28.0,1.0
42,pit14,14,pit,Ray-Ray McCloud,WR,16,5.0,190.0,5-9,Clemson,10/15/1996,3,25.0,2.0
43,pit26,26,pit,Anthony McFarland Jr.,RB,2,0.0,198.0,5-9,Maryland,3/4/1999,1,22.0,0.0
44,pit17,17,pit,Anthony Miller,WR,1,0.0,199.0,5-11,Memphis,10/9/1994,3,27.0,0.0
45,pit99,99,pit,Henry Mondeaux,DT,15,2.0,280.0,6-4,Oregon,9/19/1995,1,26.0,2.0
46,pit65,65,pit,Dan Moore,OT,16,16.0,258.0,6-5,Texas A&M,9/28/1998,Rook,23.0,7.0
47,pit21,21,pit,Tre Norwood,DB,17,3.0,194.0,6-0,Oklahoma,4/19/1999,Rook,22.0,2.0
48,pit76,76,pit,Chukwuma Okorafor,OT,16,16.0,320.0,6-6,Western Michigan,8/8/1997,3,24.0,7.0
49,pit42,42,pit,James Pierre,DB,17,4.0,185.0,6-2,Florida Atlantic,9/16/1996,1,25.0,2.0
50,pit87,87,pit,Kevin Rader,TE,6,1.0,250.0,6-4,Youngstown St.,4/26/1995,1,26.0,0.0
51,pit07,7,pit,Ben Roethlisberger,QB,16,16.0,240.0,6-5,Miami (OH),3/2/1982,17,39.0,9.0
52,pit02,2,pit,Mason Rudolph,QB,2,1.0,235.0,6-5,Oklahoma St.,7/17/1995,3,26.0,1.0
53,pit30,30,pit,Tegray Scales,OLB,1,0.0,227.0,6-0,Indiana,5/10/1996,1,25.0,0.0
54,pit45,45,pit,Joe Schobert,OLB,16,15.0,240.0,6-1,Wisconsin,11/6/1993,5,28.0,6.0
55,pit50,50,pit,Delontae Scott,DE,1,0.0,250.0,6-5,SMU,1/21/1997,Rook,24.0,0.0
56,pit38,38,pit,John Simon,DE,1,0.0,260.0,6-2,Ohio St.,10/14/1990,8,31.0,0.0
