"Link","Name","Pos","Year","College","RAS","All Time"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22513'>Link</a>","Jack Constantine","QB","2022","Rice","1.19","1.19"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22657'>Link</a>","S.J. Brown II","SS","2022","Towson","1.19","1.19"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22218'>Link</a>","Keith Brown","LB","2022","Memphis","1.17","1.17"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22308'>Link</a>","Jackson Anthrop","WR","2022","Purdue","1.16","1.16"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22471'>Link</a>","DeValon Whitcomb","DT","2022","South Dakota","1.16","1.16"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21705'>Link</a>","Travon Fuller","CB","2022","Tulsa","1.15","1.15"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22282'>Link</a>","Beau Morris","OT","2022","Southern Methodist","1.14","1.14"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22544'>Link</a>","Keith Pearson","WR","2022","Charlotte","1.14","1.14"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21202'>Link</a>","Greg Johnson","CB","2022","Southern California","1.13","1.13"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22088'>Link</a>","Casey Warming","FB","2022","Grambling State","1.13","1.13"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22224'>Link</a>","Aaron Dowell","OG","2022","Georgia Southern","1.12","1.12"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22312'>Link</a>","Geremy Hickbottom","WR","2022","Tennessee State","1.12","1.12"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22570'>Link</a>","Jeffery Pooler Jr.","DE","2022","Northwestern","1.12","1.12"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21711'>Link</a>","Aqeel Glass","QB","2022","Alabama AM","1.11","1.11"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22089'>Link</a>","Jordan Ighofose","OG","2022","Grambling State","1.11","1.11"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22652'>Link</a>","Kyle Bailey","LB","2022","Eastern Kentucky","1.11","1.11"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21862'>Link</a>","Tiller Bucktrot","OG","2022","Tulsa","1.1","1.1"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22207'>Link</a>","Kiondre Smith","WR","2022","Guelph","1.1","1.1"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21499'>Link</a>","Teddy Gallagher","LB","2022","Coastal Carolina","1.09","1.09"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21905'>Link</a>","DeAndre Washington","FB","2022","Arkansas-Monticello","1.09","1.09"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22048'>Link</a>","Logan Carter","TE","2022","Oklahoma State","1.09","1.09"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22366'>Link</a>","Jordan Hill","LB","2022","Harvard","1.07","1.07"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21684'>Link</a>","Deon Edwards","LB","2022","Arkansas","1.06","1.06"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22435'>Link</a>","Daniel Joseph","DE","2022","North Carolina State","1.06","1.06"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21805'>Link</a>","Caleb Bonner","LB","2022","Arkansas State","1.05","1.05"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22197'>Link</a>","Subomi Oyesoro","LB","2022","Calgary","1.05","1.05"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22542'>Link</a>","Cameron Dollar","WR","2022","Charlotte","1.05","1.05"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22530'>Link</a>","Hayden Galvin","SS","2022","North Dakota","1.04","1.04"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21404'>Link</a>","Alec Anderson","OT","2022","UCLA","1.03","1.03"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22403'>Link</a>","Riko Jeffers","LB","2022","Texas Tech","1.03","1.03"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22453'>Link</a>","Brian Saunds","WR","2022","Valdosta State","1.03","1.03"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21378'>Link</a>","Marquan McCall","DT","2022","Kentucky","1.02","1.02"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21486'>Link</a>","Aaron Hackett","FB","2022","Kent State","1.02","1.02"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22344'>Link</a>","Jalen Phelps","FS","2022","James Madison","1.02","1.02"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22554'>Link</a>","Lorenzo Dorr","RB","2022","East Carolina","1.01","1.01"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21138'>Link</a>","Jalen Wydermyer","TE","2022","Texas A&M","1","1"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21733'>Link</a>","Zack Benson","DT","2022","Windsor","0.98","0.98"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22235'>Link</a>","Christian Blackburn","SS","2022","Idaho","0.98","0.98"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22055'>Link</a>","Chris Fournier","OG","2022","Louisiana Tech","0.97","0.97"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22190'>Link</a>","Peter Kozushka","OT","2022","Alberta","0.97","0.97"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21585'>Link</a>","Juwan Taylor","FS","2022","Alcorn State","0.96","0.96"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22275'>Link</a>","Sefo Milangi","DE","2022","San Diego State","0.96","0.96"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22272'>Link</a>","John Taylor","LS","2022","Duke","0.95","0.95"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21250'>Link</a>","Trae Barry","TE","2022","Boston College","0.94","0.94"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22132'>Link</a>","Greg Eisworth II","SS","2022","Iowa State","0.94","0.94"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21890'>Link</a>","Elijah Pierre","DT","2022","Michigan","0.93","0.93"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21587'>Link</a>","Untareo Johnson","LB","2022","Bethune-Cookman","0.91","0.91"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21772'>Link</a>","AJ Farris","OC","2022","Monmouth","0.91","0.91"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22178'>Link</a>","Nate Edwards","LB","2022","McMaster","0.9","0.9"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22576'>Link</a>","Alton Nobles","DT","2022","Indiana State","0.9","0.9"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22230'>Link</a>","Tre Johnson","OG","2022","Jackson State","0.89","0.89"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21757'>Link</a>","Kevin Musai","LB","2022","York","0.88","0.88"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21888'>Link</a>","Julian Rochester","DT","2022","Georgia","0.87","0.87"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22448'>Link</a>","Brian Cavicante","LB","2022","Marshall","0.87","0.87"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21167'>Link</a>","Neil Farrell Jr.","DT","2022","Louisiana State","0.85","0.85"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22491'>Link</a>","Caleb Spurlin","FB","2022","Appalachian State","0.85","0.85"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21736'>Link</a>","Simon Chaves","LB","2022","Guelph","0.83","0.83"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22626'>Link</a>","Jalen Spady","OC","2022","Florida A&M","0.83","0.83"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22078'>Link</a>","Kledrick Wilson","OG","2022","Pittsburgh","0.82","0.82"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22168'>Link</a>","Tommy Bringi","LB","2022","Wilfrid Laurier","0.82","0.82"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21240'>Link</a>","Kayode Rufai","DE","2022","Idaho","0.81","0.81"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22096'>Link</a>","Chase Cokley","WR","2022","Ohio","0.81","0.81"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22434'>Link</a>","Chris Ingram","CB","2022","North Carolina State","0.81","0.81"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21745'>Link</a>","Ibrahim Hassoun","OG","2022","Windsor","0.8","0.8"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22236'>Link</a>","Jonah Kim","DT","2022","Idaho","0.8","0.8"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22264'>Link</a>","Kameron Hill","DE","2022","North Texas","0.8","0.8"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21738'>Link</a>","Rushon Dgelman","WR","2022","Waterloo","0.79","0.79"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21959'>Link</a>","Ty Kelly","DE","2022","Newberry","0.79","0.79"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22082'>Link</a>","AJ Harrison","FB","2022","Toledo","0.79","0.79"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22540'>Link</a>","Luke Martin","LB","2022","Charlotte","0.79","0.79"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22156'>Link</a>","Frank Burton III","DT","2022","Delaware","0.78","0.78"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22400'>Link</a>","Rashon Davis","CB","2022","Incarnate Word","0.78","0.78"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21304'>Link</a>","Dalyn Wade-Perry","DT","2022","Stanford","0.77","0.77"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22054'>Link</a>","Tyler Nevens","FB","2022","San Jose State","0.77","0.77"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22186'>Link</a>","Nicolas Guay","OG","2022","Laval","0.77","0.77"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21695'>Link</a>","Matthew Kempton","TE","2022","Northern Arizona","0.75","0.75"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22424'>Link</a>","A.J. Smith","SS","2022","Richmond","0.75","0.75"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22451'>Link</a>","Frank Bailey Jr.","RB","2022","Morehouse","0.75","0.75"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21735'>Link</a>","Connor Carusello","QB","2022","Wilfrid Laurier","0.74","0.74"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21640'>Link</a>","Wallace Cowins","DE","2022","North Alabama","0.73","0.73"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22052'>Link</a>","Trevon Sidney","WR","2022","San Jose State","0.73","0.73"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22485'>Link</a>","Kwami Jones","DE","2022","Fresno State","0.72","0.72"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21848'>Link</a>","Tony Fair","DT","2022","Auburn","0.71","0.71"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22246'>Link</a>","Lacedrick Brunson","LB","2022","Florida","0.71","0.71"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22092'>Link</a>","TJ Johnson","CB","2022","Duquesne","0.7","0.7"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22500'>Link</a>","Navaughn Donaldson","OG","2022","Miami","0.7","0.7"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22627'>Link</a>","Derrick Mayweather","LB","2022","Florida A&M","0.7","0.7"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21801'>Link</a>","Tre Young","FS","2022","South Alabama","0.69","0.69"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21989'>Link</a>","Shahman Moore","CB","2022","West Florida","0.68","0.68"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21783'>Link</a>","Bronson Massie","DE","2022","Kansas State","0.67","0.67"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21979'>Link</a>","Datona Jackson","DE","2022","UCLA","0.67","0.67"
